@relation 'twitter'
@attribute 'klout_score' {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100}
@attribute 'followers_count' numeric
@attribute 'friends_count' numeric
@attribute 'retweet_count' numeric
@attribute 'favorite_count' numeric
@attribute 'statuses_count' numeric
@attribute 'default_profile_image' {1,0}
@data
59,19980,5289,5,5,35043,0
47,737,629,0,0,5763,0
45,3754,3694,0,1,1181,0
40,610,550,0,0,1307,0
59,77114,-272,0,10,500,0
44,1034,809,0,3,2296,0
40,1319,656,0,1,5776,0
68,406394,1138,4,8,26443,0
29,879,949,2,1,686,0
19,210,160,0,0,1109,0
10,3,0,0,0,7,1
16,65,36,0,0,35,0
19,406,919,0,0,282,0
63,20748,216,11,15,11716,0
48,15912,15,3,6,2642,0
34,466,235,0,0,212,0
36,648,486,1,3,1433,0
48,4175,552,4,5,522,0
45,1886,1894,0,0,5438,0
25,1303,1281,0,0,755,0
34,1147,709,0,0,327,0
29,579,202,1,2,274,0
58,4525,2603,0,0,16214,0
41,1206,1298,0,0,1169,0
28,350,1277,0,0,469,0
42,598,320,0,0,4637,0
44,914,589,0,0,3230,0
46,606,657,2,1,3763,0
24,350,118,2,0,739,0
48,2241,2521,0,0,27371,0
46,1938,798,3,10,1277,0
41,639,623,0,0,257,0
24,193,116,0,0,707,0
25,410,687,0,1,1362,0
35,2803,908,1,0,9134,0
41,1405,661,0,0,993,0
48,19907,3,0,1,1215,0
57,28528,22165,0,0,20317,0
48,1971,2063,0,0,4846,0
42,2972,682,0,0,1888,0
52,79801,402,0,2,10078,0
36,352,486,0,1,1602,0
22,158,461,0,0,2233,0
49,2424,137,5,6,961,0
46,1352,828,2,3,2239,0
58,49661,2105,17,19,28305,0
37,480,109,0,0,831,0
29,6785,6552,0,0,2227,0
44,848,193,2,1,849,0
41,1871,1267,0,1,1453,0
37,1372,1797,0,2,1187,0
23,324,514,0,1,136,0
31,105,144,0,1,245,0
46,2349,810,4,2,4459,0
38,1274,615,0,0,2529,0
61,10144,1921,2,4,5863,0
47,3621,753,0,0,846,0
31,875,840,0,0,631,0
35,1287,261,0,0,5765,0
43,1158,1559,0,0,17274,0
46,1854,1536,0,0,15526,0
27,529,65,0,1,864,0
48,2460,2392,1,2,12118,0
19,221,547,0,0,502,0
40,278,1535,0,0,1621,0
46,2557,1350,0,0,3181,0
57,719,640,0,1,4320,0
56,1762,1324,0,0,17992,0
32,294,1137,0,0,1228,0
33,286,297,1,4,306,0
27,374,228,0,0,778,0
24,118,149,0,0,3932,0
45,979,1232,1,0,1429,0
82,314794,163,17,24,29232,0
42,928,686,0,0,535,0
45,1268,806,0,1,9252,0
69,61000,3560,2,4,31247,0
80,155024,0,226,305,2739,0
42,1538,153,0,1,622,0
18,48,81,0,0,58,0
43,1161,1899,0,0,4857,0
44,499,559,0,1,14458,0
40,211,518,1,1,1390,0
26,333,926,0,1,1595,0
48,1728,2038,0,1,3765,0
18,148,238,0,0,73,0
59,210085,3269,209,188,8989,0
76,7535,427,1,1,16783,0
20,183,166,0,0,21,0
80,92632,4885,2,6,13009,0
20,42,72,0,0,412,0
48,2021,2148,1,1,1213,0
33,716,522,0,0,213,0
41,802,1495,0,1,1538,0
22,368,732,0,0,2025,0
28,1200,877,1,13,73,0
55,1941,2007,0,3,12031,0
46,2355,669,0,0,2126,0
39,336,831,0,0,1049,0
64,1095,882,0,0,3547,0
40,457,525,1,4,622,0
42,5595,4863,0,0,736,0
49,3530,752,2,0,1382,0
49,5538,123,3,1,541,0
42,1091,403,2,1,222,0
40,297,263,1,0,443,0
34,2187,97,0,0,679,0
47,5992,338,1,5,4642,0
28,195,160,1,0,400,0
10,8,13,0,0,1,0
27,224,315,0,0,570,0
31,167,544,1,2,404,0
39,881,1553,0,0,4202,0
41,1607,1478,1,1,1372,0
47,3621,445,1,1,1046,0
40,1621,1598,0,1,9186,0
35,512,547,0,0,2012,0
41,1387,785,0,5,1009,0
48,7612,308,6,11,1432,0
26,270,324,0,2,556,0
20,177,280,0,0,425,0
31,134,185,1,1,223,0
24,289,53,1,1,90,0
19,116,326,1,1,392,0
56,13883,376,1,1,20909,0
24,303,389,2,1,570,0
40,297,649,2,1,107,0
43,1112,2115,0,0,3650,0
50,11822,926,0,1,5392,0
45,2056,428,2,2,595,0
56,25963,10409,0,0,10004,0
31,5492,5730,0,1,285,0
25,141,229,2,0,76,0
34,3425,484,0,0,317,0
41,383,565,1,2,1055,0
29,241,404,0,1,721,0
40,1134,170,2,2,378,0
57,3109,805,2,3,3539,0
30,324,233,0,0,112,0
42,2845,640,0,0,2109,0
29,1355,1669,0,1,229,0
48,3302,1162,2,9,13835,0
68,3770,1900,0,0,45255,0
37,1663,808,0,0,9036,0
51,890,1073,0,0,30271,0
16,177,335,0,0,24,0
37,2489,2314,0,0,11435,0
25,308,293,1,5,92,0
52,5060,3308,3,5,10726,0
57,1542,1421,0,0,12560,0
27,713,1953,1,3,4733,0
50,407,843,0,0,1116,0
66,235071,1529,2,3,19760,0
46,3883,330,1,1,2996,0
65,36798,2957,5,9,19761,0
68,203733,995,8,11,28778,0
87,592042,735,57,50,54682,0
54,33551,437,2,4,17691,0
81,60883,1853,1,4,30788,0
72,441822,208836,8,13,66603,0
24,211,235,1,0,93,0
86,2085408,184,440,1637,803,0
28,388,276,4,3,415,0
44,2484,1994,0,0,5680,0
84,256510,26,10,20,48605,0
80,3643712,2104,250,415,3475,0
47,4952,235,4,3,1303,0
43,2917,505,0,1,3105,0
29,565,1076,0,0,2116,0
58,20020,297,1,3,9181,0
48,4630,4706,0,3,816,0
49,5139,355,1,2,1796,0
50,15188,716,1,2,15304,0
54,17071,181,9,17,3597,0
32,1717,96,1,0,785,0
44,2930,534,0,1,2501,0
62,44664,2781,4,2,7451,0
51,11246,3197,0,0,4111,0
37,519,70,0,0,843,0
60,36219,1251,8,9,12989,0
28,540,270,0,0,744,0
40,1569,183,1,5,783,0
34,3297,1850,1,2,5477,0
58,16189,6009,0,1,22364,0
48,2944,1927,0,0,8288,0
50,3068,2764,0,0,17876,0
53,10962,1141,0,1,6951,0
70,249813,748,2,2,17747,0
19,99,215,0,0,208,0
39,235,220,0,0,6524,0
31,525,350,0,0,1094,0
49,2844,434,1,5,11770,0
57,4245,2331,0,1,8481,0
30,737,152,2,2,807,0
35,433,364,0,0,463,0
51,22432,1646,0,0,17096,0
17,346,451,0,0,611,0
46,1841,1206,0,0,3223,0
36,1142,443,0,0,1571,0
37,1277,807,0,0,938,0
43,12997,6353,0,0,7700,0
49,28339,648,2,2,5733,0
57,32614,547,1,2,22437,0
51,18124,315,1,2,4597,0
57,3321,1050,0,1,3386,0
57,10180,455,1,2,3170,0
44,2819,767,0,0,693,0
48,3833,701,0,0,2050,0
43,3119,924,0,0,1099,0
40,717,686,0,0,827,0
64,13846,1471,24,42,34068,0
56,9073,1947,4,5,8612,0
40,2990,30,2,3,87,0
28,1202,20,1,1,157,0
45,3401,1405,0,1,2971,0
19,229,159,1,0,202,0
21,138,216,1,0,51,0
36,1993,1641,0,0,890,0
34,1754,1944,0,0,1097,0
81,127703,503,107,134,8780,0
27,1026,538,1,0,908,0
34,3584,1282,0,1,14864,0
32,274,212,0,0,497,0
40,5691,331,0,0,2099,0
31,615,722,0,0,3202,0
54,3632,473,0,0,9645,0
45,4204,1278,0,0,1405,0
48,5232,2775,0,0,6953,0
18,163,66,0,0,121,0
51,10573,1668,1,2,8948,0
49,23582,1070,12,20,3269,0
60,1775,1988,0,1,2703,0
54,7395,505,0,0,37294,0
27,1212,279,0,0,224,0
56,4090,3530,0,0,23383,0
40,18513,12186,0,1,4718,0
46,4612,1732,0,0,2763,0
38,1252,1220,0,0,33893,0
63,1573,886,0,2,32337,0
59,2061,345,0,0,1073,0
15,26,274,0,0,49,0
41,473,1019,0,0,849,0
30,1001,71,0,0,7396,0
47,4825,800,0,1,1766,0
31,382,251,0,0,197,0
23,72,191,0,0,60,0
46,7271,1765,18,23,3888,0
69,41073,1029,5,69,32687,0
66,79755,5187,4,7,9761,0
36,2225,927,0,2,1817,0
45,2627,60,1,2,260,0
66,65750,211,24,76,30776,0
86,155598,2866,4,3,15874,0
48,4133,401,0,1,2228,0
49,4158,1743,0,1,5225,0
12,10,12,0,0,1,1
94,1494468,576,21,15,178389,0
82,549857,6019,22,21,102231,0
63,172076,1147,1,2,9870,0
41,1709,1216,0,1,1794,0
52,10172,779,2,3,2923,0
70,546217,3217,37,61,13319,0
67,193492,1044,3,7,7289,0
74,212217,4195,13,19,11674,0
46,33830,1051,1,1,3975,0
38,614,473,0,0,1380,0
53,11873,716,0,0,6938,0
72,71575,950,1,3,34979,0
43,3204,52,0,1,276,0
23,140,199,1,0,513,0
61,9115,6903,0,2,34252,0
17,30,14,0,0,7,0
34,1187,444,0,0,1220,0
58,43050,5455,0,3,26022,0
50,2860,245,1,6,869,0
42,550,943,0,0,1016,0
47,5621,727,0,1,1336,0
46,6127,1345,0,1,2919,0
41,597,295,0,2,909,0
49,2785,988,0,0,2038,0
30,341,251,0,0,491,0
44,11121,1693,0,0,2775,0
32,1684,738,0,0,1830,0
42,3069,237,3,12,2437,0
51,849,1408,0,1,2190,0
38,875,384,0,0,1377,0
60,9121,1138,2,8,28052,0
47,2533,835,0,1,2321,0
48,3336,1171,1,2,1206,0
32,1667,1525,0,1,3817,0
53,1300,448,0,0,13108,0
44,1568,1563,0,1,1360,0
49,813,768,0,0,1666,0
49,4925,702,0,4,5514,0
36,826,948,0,1,5530,0
84,6214608,2830,53,35,166821,0
42,796,371,0,2,6163,0
38,5369,4156,0,0,1079,0
79,87612,19947,7,12,16176,0
43,704,641,0,1,907,0
34,418,894,0,0,952,0
33,622,780,0,1,626,0
35,3310,1034,1,2,996,0
35,438,289,0,0,1316,0
50,7463,1483,2,4,11153,0
45,4245,224,0,0,4586,0
42,4798,1061,1,1,848,0
46,17661,7676,1,1,3832,0
39,793,401,0,2,133,0
59,1499,868,0,3,4485,0
48,9777,5371,3,1,5807,0
27,708,1471,0,0,1431,0
24,336,734,0,0,1588,0
40,10537,1705,0,1,5019,0
47,2491,419,0,0,5099,0
42,11297,2325,0,1,663,0
53,1856,1423,0,2,11081,0
48,3635,1451,1,3,1545,0
54,5682,997,0,0,7493,0
44,3951,746,1,0,15764,0
28,1085,1730,0,1,196,0
19,249,477,0,0,954,0
47,1358,313,0,1,1005,0
33,2197,241,1,1,2109,0
41,4500,493,1,2,1909,0
38,510,277,1,0,2047,0
48,737,752,0,0,6629,0
41,1190,173,0,0,468,0
42,3430,514,0,0,1657,0
29,728,145,0,0,425,0
45,5787,778,2,2,3837,0
44,339,716,0,0,8353,0
41,1108,657,0,1,9617,0
40,724,443,0,1,10114,0
24,283,8,1,0,82,0
39,665,320,0,0,4491,0
46,4497,520,0,0,2603,0
42,2630,2168,0,0,1824,0
49,6607,5196,0,2,6613,0
52,17247,2064,1,1,6414,0
52,8438,317,2,1,2048,0
50,6257,1514,0,1,3552,0
16,100,149,0,0,19,0
22,134,150,0,0,105,0
22,80,1168,0,0,122,0
25,502,205,0,0,109,0
39,1293,581,0,0,319,0
15,22,86,0,0,488,0
21,110,226,0,0,4711,0
42,1771,1098,3,2,1533,0
39,673,877,0,0,1315,0
45,4412,296,2,5,1536,0
46,732,688,1,1,1271,0
40,1425,673,2,4,647,0
46,1276,592,1,1,1110,0
57,5147,465,0,1,2193,0
44,1657,819,0,0,3838,0
46,2295,1154,0,1,2464,0
41,857,351,0,0,1453,0
34,519,119,0,0,375,0
79,19623,916,0,0,8749,0
63,856342,2263,6,13,8788,0
56,10062,762,0,0,8669,0
46,3044,71,3,2,1055,0
45,4706,213,3,1,1171,0
40,4921,3733,0,1,9601,0
25,332,614,0,0,304,0
56,8466,4585,8,10,1531,0
40,1049,1854,0,0,3582,0
46,2330,2026,2,5,1620,0
50,10213,962,2,1,11306,0
44,917,1546,0,2,813,0
28,525,1557,0,1,65,0
58,5882,4043,4,8,8418,0
48,16469,13829,0,0,3490,0
19,109,470,0,0,124,0
45,1272,2899,0,0,1862,0
30,152,508,0,0,8975,0
60,14898,13702,3,5,2492,0
12,14,48,0,0,528,0
20,111,418,0,0,83,0
39,793,401,0,2,133,0
40,560,1663,2,2,169,0
47,1749,4722,0,0,726,0
22,32,37,1,1,26,0
43,716,1720,0,0,4034,0
18,140,598,0,0,583,0
19,15,83,0,0,35,0
33,337,705,0,0,4308,0
26,58,124,0,0,33,0
21,16,48,0,1,21,0
37,348,1685,0,0,23646,0
17,36,66,0,0,40,0
43,1425,1534,0,0,10112,0
42,1317,878,0,0,1400,0
40,258,496,0,0,314,0
42,29912,7350,0,0,730,0
31,457,667,0,0,12065,0
18,41,160,0,0,57,0
52,4071,3073,0,3,3090,0
50,13182,1384,3,2,3341,0
22,29,112,0,0,3,0
10,1,6,0,0,19,0
34,218,439,0,0,2226,0
42,1420,725,1,1,603,0
26,86,664,0,0,5450,0
45,1543,981,0,1,3380,0
23,152,437,0,0,16,0
37,760,1861,0,1,1232,0
19,103,351,0,0,495,0
16,170,417,0,0,935,0
19,130,264,0,0,513,0
25,141,1039,0,0,100,0
50,10,15,0,0,5,0
46,609,1275,0,0,4680,0
42,1066,634,1,1,1206,0
36,269,335,1,3,549,0
26,551,1049,0,0,251,0
19,87,236,0,0,4,0
44,476,469,0,1,1456,0
58,225,461,0,0,2549,0
12,9,270,0,0,38,0
45,3566,2713,0,1,6874,0
28,255,238,0,0,1428,0
15,81,148,0,0,53,0
15,64,428,0,0,942,1
11,19,79,0,1,1,0
40,435,776,0,0,2756,0
50,1353,2154,0,0,6818,0
20,375,1588,0,0,268,0
42,940,1664,0,0,2345,0
43,41057,4435,14,18,491,0
53,33289,19149,0,0,6791,0
78,136210,88965,97,58,25594,0
32,475,1449,0,0,22657,0
57,10180,455,1,2,3170,0
34,18086,4522,0,0,910,0
39,1135,2070,0,0,2811,0
48,3574,1148,0,1,3174,0
58,43050,5455,0,2,26023,0
41,262,845,0,0,335,0
26,3013,1647,0,0,2535,0
22,184,892,0,0,4184,0
42,245,418,0,0,3024,0
40,240,399,0,1,1917,0
24,553,1068,0,0,3133,0
37,787,1374,0,0,4513,0
31,717,1381,0,0,2910,0
22,300,1699,0,0,393,0
19,128,199,1,0,18,0
39,1359,1603,1,1,1182,0
28,114,204,0,1,107,0
45,1702,717,0,0,10404,0
50,946,381,0,0,48034,0
58,16189,6009,0,1,22364,0
43,5702,5698,19,31,219,0
24,144,346,1,2,477,0
15,50,215,1,2,19,0
47,1177,1784,0,0,18772,0
23,397,1912,0,0,38,0
23,299,1994,0,0,157,0
18,84,165,0,0,162,0
24,146,1226,0,0,96,0
47,5805,5308,0,2,2470,0
22,158,363,0,0,874,0
22,168,321,1,1,2199,0
37,571,602,1,3,656,0
37,931,214,0,1,592,0
32,334,847,0,0,479,0
32,400,509,0,0,2525,0
19,131,65,0,1,51,0
18,107,197,0,0,2632,0
29,265,1603,0,0,74,0
41,591,475,0,0,1723,0
19,232,865,0,0,247,0
39,547,407,0,3,6462,0
47,20530,20446,1,2,11308,0
48,95138,66466,0,0,2056,0
40,825,599,0,0,9334,0
40,894,813,0,2,1178,0
40,299,445,0,0,647,0
28,606,1996,0,1,1515,0
32,789,1484,0,0,35,0
13,40,228,0,1,29,0
19,80,508,0,0,26,0
12,7,159,0,0,1,0
34,128,284,0,0,1521,0
43,1582,1618,2,2,2700,0
35,834,1940,0,0,540,0
30,391,1528,0,0,857,0
20,197,791,0,0,75,0
18,124,991,0,0,70,0
14,54,465,0,0,3911,0
51,22432,1646,0,0,17096,0
43,941,1983,0,0,1681,0
33,479,1982,0,0,338,0
42,470,1363,0,0,1565,0
42,902,1381,0,0,3914,0
38,470,469,0,1,1794,0
12,27,237,0,0,74,0
53,8428,7980,0,0,6911,0
16,29,106,0,0,8,0
12,25,33,0,0,40,0
17,53,141,0,0,56,0
40,394,391,0,0,1257,0
47,2709,611,0,1,4575,0
56,6454,1087,0,2,46057,0
29,513,1658,0,1,5238,0
48,855,1062,7,14,464,0
30,650,1991,0,0,11732,0
29,516,1803,0,0,1692,0
43,3840,4883,0,0,3820,0
21,92,268,0,0,55,0
13,62,359,0,0,43,0
16,102,233,0,0,27,0
33,244,141,2,2,230,0
39,149,165,0,0,561,0
40,628,1313,0,0,902,0
44,865,2135,0,0,6523,0
29,85,68,1,0,90,0
29,428,632,4,3,384,0
41,909,1489,4,5,440,0
44,923,509,0,0,2867,0
11,5,25,0,0,53,0
54,6091,6700,1,2,16415,0
32,321,483,0,1,3281,0
17,102,165,0,0,56,0
22,151,700,0,0,221,0
25,150,612,0,0,87,0
42,3859,733,0,0,46555,0
46,768,1165,1,1,19369,0
40,1508,1081,0,0,16646,0
10,1,2,0,0,1,0
40,747,1126,0,0,1078,0
17,106,567,0,0,139,0
17,24,98,0,0,96,0
20,317,1735,0,0,155,0
43,2315,357,0,0,1889,0
42,4883,4147,2,3,5802,0
25,765,702,0,0,756,0
19,122,369,0,0,272,0
19,458,1125,0,0,137,0
40,665,1789,0,0,1004,0
17,91,224,1,1,9,0
36,455,403,0,1,497,0
21,606,2009,0,3,108,0
59,642,1733,0,0,11965,0
53,969,780,0,0,7052,0
15,34,110,0,0,27,0
41,10038,8295,0,0,29772,0
39,701,1332,0,0,9294,0
42,274,551,0,0,2944,0
12,17,174,0,0,6,0
29,681,2007,0,0,607,0
49,6607,5196,0,2,6613,0
12,42,131,0,0,6,0
24,27,136,0,0,536,0
45,1952,1788,0,1,1726,0
21,34,37,1,1,28,0
41,223,394,0,0,1176,0
44,348,309,0,1,3369,0
13,31,52,0,0,7,0
40,283,2061,0,0,1024,0
40,210,666,0,0,3109,0
40,232,427,1,1,391,0
32,270,449,1,2,510,0
27,429,725,0,0,550,0
30,998,903,0,1,785,0
41,335,1150,0,0,2016,0
46,606,657,2,1,3763,0
44,10785,11127,1,1,7424,0
47,4915,3927,2,7,3618,0
41,538,532,0,0,2955,0
27,226,259,0,1,92,0
40,579,1945,0,0,6119,0
38,107,292,0,0,194,0
31,181,593,0,0,3956,0
49,1958,2022,0,0,4806,0
17,74,504,0,0,822,0
17,132,227,0,0,555,0
17,105,623,0,0,50,0
21,122,383,0,1,102,0
13,46,115,0,0,32,0
40,267,601,0,2,1220,0
54,503,401,0,0,2019,0
52,6755,4788,0,2,74233,0
17,112,170,0,3,75,0
13,45,123,0,0,24,0
21,213,273,0,0,707,0
26,400,1108,0,1,581,0
18,344,1500,0,1,125,0
41,1482,1585,0,2,347,0
64,1095,882,0,0,3547,0
26,156,405,0,0,3346,0
23,96,680,0,1,173,0
28,668,693,0,0,619,0
21,358,425,1,3,294,0
25,284,781,0,0,405,0
21,603,1882,0,0,20,1
63,29215,23680,7,16,7044,0
27,721,1914,0,0,7529,0
33,302,422,0,0,902,0
39,1118,1207,2,1,637,0
54,6563,641,0,0,5443,0
28,546,486,0,0,366,0
13,24,43,0,0,39,0
15,253,388,0,0,1269,0
22,125,347,0,0,834,0
48,1364,1624,0,4,4446,0
24,241,360,0,1,391,0
59,2061,345,0,0,1073,0
21,425,535,0,0,9043,0
11,5,7,0,0,17,1
56,1762,1324,0,0,17992,0
40,439,786,0,0,972,0
17,94,310,0,1,90,0
25,114,156,0,0,1777,0
29,565,1143,1,2,2543,0
34,3029,2738,2,5,1151,0
12,116,705,0,0,7,0
15,51,119,0,0,24,0
17,258,461,0,0,374,0
48,3666,3210,0,0,72367,0
21,661,1941,0,0,13,0
42,277,312,0,0,2004,0
27,149,981,0,0,3175,0
13,65,267,0,2,62,0
26,303,644,0,0,818,0
19,138,389,0,0,342,0
44,360,855,0,0,1292,0
54,766,511,1,4,6345,0
26,304,751,0,1,2799,0
45,1152,122,0,0,698,0
27,177,564,0,0,1650,0
22,118,215,0,0,295,0
38,840,955,0,0,520,0
46,2295,1155,0,1,2464,0
32,243,730,1,2,679,0
22,247,609,0,0,2187,0
31,154,480,0,0,464,0
42,299,1775,0,0,386,0
21,145,639,0,0,75,0
25,380,408,0,0,714,0
26,264,599,0,0,846,0
25,622,734,0,0,706,0
44,1483,1990,0,0,20368,0
13,27,127,0,0,20,0
40,714,1965,2,4,396,0
47,737,629,0,0,5763,0
45,3754,3694,0,1,1181,0
40,456,607,0,0,8668,0
19,406,919,0,0,282,0
44,1034,809,0,3,2296,0
26,270,324,0,2,556,0
34,466,235,0,0,212,0
48,631,1577,0,0,15290,0
29,389,873,0,0,685,0
45,4138,3891,1,1,4629,0
28,350,1265,0,0,469,0
58,4525,2603,0,0,16214,0
50,4971,2283,0,2,24266,0
54,1564,1734,0,3,1671,0
42,598,320,0,0,4637,0
12,12,40,0,0,313,0
48,2242,2521,0,0,27372,0
46,1938,798,3,10,1277,0
32,227,929,0,0,1584,0
25,410,687,0,1,1362,0
41,1405,661,0,0,993,0
48,99150,109099,0,0,5136,0
57,28528,22165,1,0,20318,0
36,352,486,0,1,1602,0
40,532,1022,0,0,18866,0
22,158,461,0,0,2233,0
22,360,1706,0,0,1006,0
46,1352,828,2,3,2239,0
29,6785,6552,0,0,2227,0
45,1107,1735,0,1,2762,0
44,932,1054,0,1,767,0
48,1082,1114,0,0,11183,0
31,105,144,0,1,245,0
31,875,840,0,0,631,0
19,178,1010,0,0,9,0
58,20019,297,1,3,9181,0
46,1854,1536,0,0,15526,0
43,1158,1559,0,0,17274,0
48,2460,2392,1,2,12118,0
26,7885,9544,0,2,21,0
40,278,1535,0,0,1621,0
19,221,547,0,0,502,0
31,134,185,1,1,223,0
32,295,1137,0,0,1228,0
23,324,514,0,1,136,0
33,286,297,1,4,306,0
27,374,228,0,0,778,0
20,287,461,0,0,733,0
45,979,1232,1,0,1429,0
41,3385,2591,0,0,2868,0
45,846,1383,1,2,4076,0
32,525,1301,0,0,5817,0
26,175,230,0,0,359,0
42,928,686,0,0,535,0
38,614,473,0,0,1380,0
40,610,550,0,0,1307,0
80,142635,39884,28,65,76907,0
18,48,81,0,0,58,0
26,333,926,0,1,1595,0
43,1161,1899,0,0,4857,0
51,3366,2116,1,2,33419,0
18,148,238,0,0,73,0
59,210088,3269,210,188,8989,0
30,852,1512,0,0,3030,0
43,505,284,0,1,4207,0
48,2021,2148,1,1,1213,0
20,183,166,0,0,21,0
41,802,1495,0,1,1538,0
22,368,732,0,0,2025,0
39,336,831,0,0,1049,0
18,243,723,0,0,1,0
40,457,525,1,4,622,0
42,5595,4863,0,0,736,0
28,195,160,1,0,400,0
43,1112,2115,0,0,3650,0
40,237,823,0,1,161,0
39,881,1553,0,0,4203,0
31,167,544,1,2,404,0
35,512,547,0,0,2012,0
40,1621,1598,0,1,9186,0
21,127,259,2,0,588,0
20,177,280,0,0,425,0
19,116,326,1,1,392,0
49,2785,988,0,0,2038,0
24,303,389,2,1,570,0
25,590,1118,0,1,723,0
44,721,514,1,1,1269,0
31,5492,5729,0,1,285,0
56,25962,10409,0,0,10004,0
28,162,476,0,1,328,0
33,439,585,0,0,2879,0
17,97,230,0,0,41,0
33,622,780,0,1,626,0
48,1905,1485,1,0,1752,0
41,383,565,1,2,1055,0
29,241,404,0,1,721,0
29,1355,1669,0,1,229,0
30,324,233,0,0,112,0
20,305,798,0,0,948,0
48,3301,1162,2,9,13835,0
68,3770,1900,0,0,45262,0
37,1663,808,0,0,9036,0
51,890,1073,0,0,30270,0
16,177,335,0,0,24,0
37,2489,2314,0,0,11435,0
25,308,293,1,5,92,0
52,5060,3308,3,5,10726,0
57,1543,1421,0,0,12560,0
25,141,229,2,0,76,0
25,155,351,0,0,752,0
27,713,1953,1,3,4733,0
42,851,1156,0,0,3007,0
23,491,1949,0,1,711,0
28,388,276,4,3,415,0
44,2484,1994,0,0,5680,0
18,230,230,0,0,1128,0
48,4630,4706,0,3,816,0
42,2630,2168,0,0,1824,0
30,158,129,0,3,684,0
31,336,285,0,1,1092,0
61,1309,2107,0,1,1829,0
32,2633,3065,0,0,40963,0
43,2196,2370,0,0,8513,0
36,1142,443,0,0,1571,0
55,11991,7111,2,3,12677,0
39,665,320,0,0,4491,0
48,2944,1927,0,0,8288,0
11,13,216,0,0,22,0
34,3297,1850,1,2,5477,0
64,122206,8024,65,115,35399,0
50,3068,2764,0,0,17877,0
33,3064,1247,1,4,2632,0
19,99,215,0,0,208,0
84,7304910,1578529,21,35,27247,0
39,235,220,0,0,6524,0
23,211,323,0,0,779,0
35,434,364,0,0,463,0
43,1079,2010,0,1,5656,0
17,346,451,0,0,611,0
63,2693,1752,3,9,5865,0
19,229,159,1,0,202,0
42,3408,1062,0,1,805,0
28,202,738,0,1,470,0
28,176,850,0,0,1439,0
12,12,151,0,0,37,0
34,3584,1282,0,1,14864,0
21,138,216,1,0,51,0
34,1754,1944,0,0,1097,0
60,1775,1988,0,1,2703,0
50,7464,1483,2,4,11153,0
21,275,722,0,0,687,0
26,284,334,0,0,693,0
19,129,787,0,0,1626,0
80,371757,362426,1,1,197599,0
54,7395,505,0,0,37294,0
30,609,523,0,0,18061,0
38,1253,1220,0,0,33893,0
56,4090,3530,0,0,23383,0
40,18513,12186,0,1,4718,0
22,80,1168,0,0,122,0
15,26,274,0,0,49,0
28,540,270,0,0,744,0
41,473,1019,0,0,849,0
27,1037,464,1,0,1153,0
19,114,552,0,0,435,0
57,444797,429362,0,0,44314,0
63,7831,3437,0,0,14637,0
17,134,310,1,0,651,0
16,136,748,1,0,22,0
41,132,449,0,2,736,0
38,5369,4156,0,0,1079,0
19,62,55,0,0,74,0
23,140,199,1,0,513,0
61,9115,6903,0,2,34252,0
45,678,461,2,2,11364,0
21,194,252,0,0,1854,0
35,325,730,0,0,5179,0
28,534,1820,0,0,327,0
42,550,943,0,0,1016,0
59,1499,868,0,3,4485,0
50,1603,1163,0,0,7900,0
26,218,692,0,0,46,0
53,1300,448,0,0,13108,0
33,2197,241,1,1,2109,0
46,3044,71,3,2,1055,0
47,2491,419,0,0,5099,0
63,1573,886,0,2,32337,0
44,1568,1563,0,1,1360,0
36,826,948,0,1,5530,0
65,1556,1158,0,1,7553,0
39,1293,581,0,0,319,0
48,9777,5371,3,1,5807,0
50,4999,2877,4,7,3638,0
42,1771,1098,3,2,1533,0
19,249,477,0,0,954,0
37,415,433,0,0,4699,0
57,4245,2331,0,1,8481,0
46,1276,592,1,1,1110,0
31,615,722,0,0,3202,0
38,510,277,1,0,2047,0
48,737,752,0,0,6629,0
29,728,145,0,0,425,0
44,339,716,0,0,8353,0
41,1108,657,0,1,9617,0
40,724,443,0,1,10114,0
44,1657,819,0,0,3838,0
25,502,205,0,0,109,0
40,4921,3733,0,1,9601,0
25,104,173,0,0,1866,0
21,110,226,0,0,4711,0
46,732,688,1,1,1271,0
25,332,614,0,0,304,0
46,2330,2026,2,5,1620,0
50,9923,31,7,20,114,0
57,11287,1139,0,2,198060,0
50,913,167,2,12,88,0
70,69152,380,61,92,30944,0
70,1058672,535,422,645,3094,0
71,150829,19345,2,4,35393,0
71,2405456,257,77,193,53827,0
42,701,639,0,1,41320,0
43,1582,2279,0,0,1291,0
48,2160,2152,1,2,1679,0
87,3633052,102,396,693,1340,0
62,7972,284,29,20,23743,0
27,89,351,0,0,113,0
51,2008,890,1,2,1515,0
78,124747,466,43,54,4215,0
54,7432,1254,1,5,7413,0
41,9509,1889,0,0,4587,0
51,7063,651,0,2,2160,0
42,7389,56,8,4,1175,0
52,6905,1045,6,8,6127,0
46,1673,1111,1,2,3252,0
47,1323,194,0,1,957,0
50,3814,2013,3,3,3917,0
